,Reporting_Year,NTA__,boro___x,NO_count,unit_value_max_max_x,unit_value_min_min_x,unit_value_total_sum_x,unit_value_mean_x,YES_count,unit_value_max_max_y,unit_value_min_min_y,unit_value_total_sum_y,unit_value_mean_y,count_all,vacant_ratio
357,2019 and 2020,SI08,5,40,109.8958333,23.85248816,2437.39946,60.93498651,4,50.63211125,32.91416705,184.6780487,46.16951218,44,0.090909091
358,2019 and 2020,SI11,5,325,365.8766987,13.42028986,24081.47614,74.09684965,20,95.59803941,25.23506731,1397.666914,69.88334572,345,0.057971014
359,2020 and 2021,SI11,5,298,365.8766987,13.42028986,23096.79816,77.50603409,21,141.6338583,18.7785942,1637.218385,77.96278026,319,0.065830721
360,2020 and 2021,SI12,5,175,401.116359,7.972027972,12261.30293,70.06458819,15,103.0138504,7.216,869.171202,57.9447468,190,0.078947368
361,2019 and 2020,SI12,5,182,401.116359,7.216,11627.11083,63.88522431,21,252.9561404,7.972027972,1110.371191,52.87481864,203,0.103448276
362,2020 and 2021,SI14,5,90,342.6405176,28.78846154,7159.258661,79.54731845,10,94.33486239,30.625,626.4666784,62.64666784,100,0.1
363,2019 and 2020,SI14,5,78,178.612013,28.78846154,5521.896842,70.79354925,10,140.3125,12.83333333,736.5799693,73.65799693,88,0.113636364
364,2020 and 2021,SI22,5,200,405,17.34991373,11140.43327,55.70216637,33,81.81818182,7.406609195,1441.913247,43.69434081,233,0.141630901
365,2019 and 2020,SI22,5,215,405,10.27115859,11785.9804,54.81851348,39,253.125,7.406609195,1837.680228,47.12000583,254,0.153543307
366,2020 and 2021,SI24,5,180,253.4464286,43.59654944,16849.39871,93.60777061,15,167.535,60.8999201,1299.556392,86.63709277,195,0.076923077
367,2019 and 2020,SI24,5,174,253.4464286,43.59654944,16605.17326,95.43203025,19,129.5133316,54.52040816,1612.493642,84.86808642,193,0.098445596
368,2020 and 2021,SI25,5,68,195.1495399,17.65625,6940.14652,102.0609782,5,92.58385643,92.58385643,462.9192822,92.58385643,73,0.068493151
369,2019 and 2020,SI25,5,67,142.5360759,19.39790576,6591.896925,98.38652126,2,92.58385643,92.58385643,185.1677129,92.58385643,69,0.028985507
370,2020 and 2021,SI28,5,117,258.2678571,9.39375,6760.884534,57.7853379,19,126.2117647,5.512104283,1028.11854,54.1115021,136,0.139705882
371,2019 and 2020,SI28,5,129,258.2678571,18.33333333,7742.623745,60.02033911,6,75.9263834,5.512104283,254.0122026,42.3353671,135,0.044444444
372,2020 and 2021,SI32,5,73,242.7455357,28.21095076,8380.543342,114.8019636,2,109.4443354,109.4443354,218.8886707,109.4443354,75,0.026666667
373,2019 and 2020,SI32,5,54,242.7455357,28.21095076,6002.34235,111.154488,1,184.5007213,184.5007213,184.5007213,184.5007213,55,0.018181818
374,2019 and 2020,SI35,5,111,234.5971564,34.63953488,8677.217377,78.17312953,10,100.2857143,14.925,542.0661596,54.20661596,121,0.082644628
375,2020 and 2021,SI35,5,114,345.369996,28.4375,9067.450657,79.53904085,17,234.5971564,14.925,1253.427313,73.73101844,131,0.129770992
376,2020 and 2021,SI36,5,194,508.2847141,19.20430108,16960.64709,87.42601594,27,90.6,46.21815287,1996.1654,73.93205185,221,0.122171946
377,2019 and 2020,SI36,5,199,293.7652812,32.97324312,16307.62227,81.94785061,26,163.2857143,25.25911474,1868.37435,71.86055194,225,0.115555556
378,2020 and 2021,SI37,5,172,217.8409091,9.361393324,9458.477413,54.99114775,36,192.8571429,21.27272727,1670.134395,46.39262209,208,0.173076923
379,2019 and 2020,SI37,5,168,217.8409091,7.697802198,9400.626458,55.95610987,36,192.8571429,11.68301887,1644.015055,45.66708486,204,0.176470588
380,2020 and 2021,SI45,5,314,233.5991202,14.15607985,24746.34789,78.81002514,30,152.4216676,33.58536585,2370.647671,79.02158905,344,0.087209302
381,2019 and 2020,SI45,5,287,328.2352941,14.15607985,22083.27892,76.94522273,56,152.4216676,38.31833521,5136.737364,91.72745293,343,0.163265306
382,2019 and 2020,SI54,5,280,365.2741514,31.86009539,27356.99738,97.70356206,20,159.4240142,13.18791946,1556.26445,77.81322249,300,0.066666667
383,2020 and 2021,SI54,5,265,365.2741514,32.61363636,26199.26331,98.86514458,20,159.4240142,32.61363636,1839.685465,91.98427323,285,0.070175439
